"","Bed","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","X.1","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter"
"2443","GD",2016,"Salix richardsonii","Common_garden",NA,8,17,"2022",83,67,68,35,34,37,41,175,560,180,"KP16SR37","6",305,37.3333333333333,67.5,"Southern",2962,NA,NA,NA,NA,NA,NA,NA,NA
"2444","GD",2016,"Salix richardsonii","Common_garden",NA,8,17,"2022",38,36,30,14,40,32,46,95,170,130,"KP16SR51","6",131.666666666667,39.3333333333333,33,"Southern",2963,NA,NA,NA,NA,NA,NA,NA,NA
"2445","GD",2016,"Salix richardsonii","Common_garden",NA,8,17,"2022",45,56,51.5,25,42,40,31,100,105,65,"KP16SR52","6",90,37.6666666666667,53.75,"Southern",2964,NA,NA,NA,NA,NA,NA,NA,NA
"2446","GD",2016,"Salix richardsonii","Common_garden",NA,8,17,"2022",17,40,32,18,36,26,33,120,45,90,"KP16SR53","6",85,31.6666666666667,36,"Southern",2965,NA,NA,NA,NA,NA,NA,NA,NA
"2447","GD",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",10,24,25,13,22,20,20,30,24,20,"H17SR10","5",24.6666666666667,20.6666666666667,24.5,"Northern",2966,NA,NA,NA,NA,NA,NA,NA,NA
"2448","GD",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",18.5,32,35,11,20,19,23,15,28,56,"H17SR9","5",33,20.6666666666667,33.5,"Northern",2967,NA,NA,NA,NA,NA,NA,NA,NA
"2449","GD",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",9,12,15,8,24,25,26,27,32,24,"H17SR7","5",27.6666666666667,25,13.5,"Northern",2968,NA,NA,NA,NA,NA,NA,NA,NA
"2450","GD",2017,"Salix richardsonii","Common_garden",NA,7,23,"2022",10,20,12,13,28,22,16,7,11,7,"H17SR13","5",8.33333333333333,22,16,"Northern",2969,NA,NA,NA,NA,NA,NA,NA,NA
"2451","GD",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",6,11,9,12,21,26,16,37,41,19,"H17SR12","5",32.3333333333333,21,10,"Northern",2970,NA,NA,NA,NA,NA,NA,NA,NA
"2452","GD",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",9,17,14,12,20,17,21,3,2,NA,"H17SR15","5",NA,19.3333333333333,15.5,"Northern",2971,NA,NA,NA,NA,NA,NA,NA,NA
"2453","GD",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",41,63,49,16,42,40,40,290,260,195,"PC17SR6","5",248.333333333333,40.6666666666667,56,"Southern",2972,NA,NA,NA,NA,NA,NA,NA,NA
"2454","GD",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",121,62,72,40,52,38,50,395,465,310,"PC17SR5","5",390,46.6666666666667,67,"Southern",2973,NA,NA,NA,NA,NA,NA,NA,NA
"2455","GD",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",74,63,45,15,46,44,41,410,250,145,"PC17SR4","5",268.333333333333,43.6666666666667,54,"Southern",2974,NA,NA,NA,NA,NA,NA,NA,NA
"2456","GD",2018,"Salix richardsonii","Common_garden",NA,8,17,"2022",2.5,4,4.5,7,12,11,12,3,3,NA,"H18SR6","4",NA,11.6666666666667,4.25,"Northern",2975,NA,NA,NA,NA,NA,NA,NA,NA
"2457","GD",2018,"Salix richardsonii","Common_garden",NA,8,17,"2022",6,14,9,10,20,24,13,NA,NA,NA,"H18SR10","4",NA,19,11.5,"Northern",2976,NA,NA,NA,NA,NA,NA,NA,NA
"2458","GD",2018,"Salix richardsonii","Common_garden",NA,8,17,"2022",4.5,13,13,6,21,22,20,18,20,8,"H18SR8","4",15.3333333333333,21,13,"Northern",2977,NA,NA,NA,NA,NA,NA,NA,NA
"2459","SW",2015,"Salix richardsonii","Common_garden",NA,8,17,"2022",7,10.5,11,9,19,20,16,12,16,5,"H15SR19","7",11,18.3333333333333,10.75,"Northern",2978,NA,NA,NA,NA,NA,NA,NA,NA
"2460","SW",2015,"Salix richardsonii","Common_garden",NA,8,17,"2022",3,9,4,13,19,24,17,8,5,NA,"H15SR20","7",NA,20,6.5,"Northern",2979,NA,NA,NA,NA,NA,NA,NA,NA
"2461","SW",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",10,5,3,5,19,25,19,7,4,NA,"HESR13","9",NA,21,4,"Northern",2980,NA,NA,NA,NA,NA,NA,NA,NA
"2462","SW",2013,"Salix richardsonii","Common_garden",NA,7,23,"2022",11.5,20,14,25,25,21,21,22,10,15,"HESR7","9",15.6666666666667,22.3333333333333,17,"Northern",2981,NA,NA,NA,NA,NA,NA,NA,NA
"2463","SW",2013,"Salix richardsonii","Common_garden",NA,7,23,"2022",12,24,19,23,23,20,20,18,8,6,"HESR8","9",10.6666666666667,21,21.5,"Northern",2982,NA,NA,NA,NA,NA,NA,NA,NA
"2464","SW",2015,"Salix richardsonii","Common_garden",NA,8,17,"2022",21,28,19,13,45,43,27,51,53,33,"K15SSR8","7",45.6666666666667,38.3333333333333,23.5,"Southern",2983,NA,NA,NA,NA,NA,NA,NA,NA
"2465","SW",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",110,128,155,43,41,50,40,30,21,35,"KLSRE10","9",28.6666666666667,43.6666666666667,141.5,"Southern",2984,NA,NA,NA,NA,NA,NA,NA,NA
"2466","SW",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",80,120,106,41,37,36,23,27,24,45,"KLSRE6","9",32,32,113,"Southern",2985,NA,NA,NA,NA,NA,NA,NA,NA
"2467","SW",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE7","9",NA,NA,NA,"Southern",2986,NA,NA,NA,NA,NA,NA,NA,NA
"2468","SW",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",79,120,110,63,65,43,50,130,31,30,"KLSRE9","9",63.6666666666667,52.6666666666667,115,"Southern",2987,NA,NA,NA,NA,NA,NA,NA,NA
"2469","SW",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",15,15,10,17,39,41,35,45,13,5,"PC17SR9","5",21,38.3333333333333,12.5,"Southern",2988,NA,NA,NA,NA,NA,NA,NA,NA
"2470","SW",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",36,39,17,18,40,37,36,85,52,27,"PC17SR10","5",54.6666666666667,37.6666666666667,28,"Southern",2989,NA,NA,NA,NA,NA,NA,NA,NA
"2471","CF",2015,"Salix pulchra","Common_garden",NA,8,17,"2022",4,4.5,3,12,15,17,13,6,4,5,"H15SP10","7",5,15,3.75,"Northern",2990,NA,NA,NA,NA,NA,NA,NA,NA
"2472","CF",2015,"Salix pulchra","Common_garden",NA,8,17,"2022",8.5,12,11,14,24,24,23,24,29,6,"H15SP13","7",19.6666666666667,23.6666666666667,11.5,"Northern",2991,NA,NA,NA,NA,NA,NA,NA,NA
"2473","CF",2015,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP15","7",NA,NA,NA,"Northern",2992,NA,NA,NA,NA,NA,NA,NA,NA
"2474","CF",2015,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP17","7",NA,NA,NA,"Northern",2993,NA,NA,NA,NA,NA,NA,NA,NA
"2475","CF",2015,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP19","7",NA,NA,NA,"Northern",2994,NA,NA,NA,NA,NA,NA,NA,NA
"2476","CF",2015,"Salix pulchra","Common_garden",NA,7,23,"2022",4,10,9,9,31,29,34,25,25,29,"H15SP20","7",26.3333333333333,31.3333333333333,9.5,"Northern",2995,NA,NA,NA,NA,NA,NA,NA,NA
"2477","CF",2015,"Salix pulchra","Common_garden",NA,8,17,"2022",10,14,12,9,21,17,13,5,6,13,"H15SP9","7",8,17,13,"Northern",2996,NA,NA,NA,NA,NA,NA,NA,NA
"2478","CF",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",11,17,16,21,30,34,30,28,24,19,"HESP12","9",23.6666666666667,31.3333333333333,16.5,"Northern",2997,NA,NA,NA,NA,NA,NA,NA,NA
"2479","CF",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",11,17,16,21,30,34,30,28,24,19,"HESP12","9",23.6666666666667,31.3333333333333,16.5,"Northern",2998,NA,NA,NA,NA,NA,NA,NA,NA
"2480","CF",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",81,170,172,98,60,55,93,430,450,660,"KLSPE6","9",513.333333333333,69.3333333333333,171,"Southern",2999,NA,NA,NA,NA,NA,NA,NA,NA
"2481","CF",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",29,32,24,12,23,21,30,13,15,27,"KLSPE7","9",18.3333333333333,24.6666666666667,28,"Southern",3000,NA,NA,NA,NA,NA,NA,NA,NA
"2482","CF",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",17,106,24,67,37,40,35,43,71,19,"KLSPE8","9",44.3333333333333,37.3333333333333,65,"Southern",3001,NA,NA,NA,NA,NA,NA,NA,NA
"2483","CF",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",32,134,79,47,64,31,61,440,370,220,"KLSPE9","9",343.333333333333,52,106.5,"Southern",3002,NA,NA,NA,NA,NA,NA,NA,NA
"2484","CF",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",50,103,74,36,45,47,42,106,45,110,"KPSR5","9",87,44.6666666666667,88.5,"Southern",3003,NA,NA,NA,NA,NA,NA,NA,NA
"2485","CF",2016,"Salix pulchra","Common_garden",NA,8,17,"2022",11,21,18,17,45,38,36,31,33,21,"KP16SP43","6",28.3333333333333,39.6666666666667,19.5,"Southern",3004,NA,NA,NA,NA,NA,NA,NA,NA
"2486","CF",2016,"Salix pulchra","Common_garden",NA,8,17,"2022",22,41,20,19,64,51,47,230,50,70,"KP16SP46","6",116.666666666667,54,30.5,"Southern",3005,NA,NA,NA,NA,NA,NA,NA,NA
"2487","CF",2016,"Salix pulchra","Common_garden",NA,8,17,"2022",12,10,8,5,37,32,33,18,14,36,"KP16SP51","6",22.6666666666667,34,9,"Southern",3006,NA,NA,NA,NA,NA,NA,NA,NA
"2488","CF",2016,"Salix pulchra","Common_garden",NA,8,17,"2022",16,33,21,10,52,48,17,160,140,20,"KP16SP52","6",106.666666666667,39,27,"Southern",3007,NA,NA,NA,NA,NA,NA,NA,NA
"2489","CF",2016,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP55","6",NA,NA,NA,"Southern",3008,NA,NA,NA,NA,NA,NA,NA,NA
"2490","CF",2017,"Salix pulchra","Common_garden",NA,8,17,"2022",10.5,14,9,9.5,25,19,22,12,11,25,"H17SP9","5",16,22,11.5,"Northern",3009,NA,NA,NA,NA,NA,NA,NA,NA
"2491","CF",2017,"Salix pulchra","Common_garden",NA,8,17,"2022",8,29,22,27,20,14,21,6,7,12,"PC17SP5","5",8.33333333333333,18.3333333333333,25.5,"Southern",3010,NA,NA,NA,NA,NA,NA,NA,NA
"2492","CF",2017,"Salix pulchra","Common_garden",NA,8,17,"2022",8.5,12,8,19,38,25,39,29,21,6,"PC17SP6","5",18.6666666666667,34,10,"Southern",3011,NA,NA,NA,NA,NA,NA,NA,NA
"2493","CF",2018,"Salix pulchra","Common_garden",NA,8,17,"2022",4.5,5.5,6.5,4,12,16,15,12,17,NA,"H18SP9","4",NA,14.3333333333333,6,"Northern",3012,NA,NA,NA,NA,NA,NA,NA,NA
"2494","CF",2018,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP8","4",NA,NA,NA,"Northern",3013,NA,NA,NA,NA,NA,NA,NA,NA
"2495","CF",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE10","9",NA,NA,NA,"Southern",3014,NA,NA,NA,NA,NA,NA,NA,NA
"2496","CF",2015,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP18","7",NA,NA,NA,"Northern",3015,NA,NA,NA,NA,NA,NA,NA,NA
"2497","JG",2016,"Salix pulchra","Common_garden",NA,8,17,"2022",6,11,15.5,9,19,26,22,18,27,15,"HE16SP17","6",20,22.3333333333333,13.25,"Northern",3034,NA,NA,NA,NA,NA,NA,NA,NA
"2498","JG",2016,"Salix pulchra","Common_garden",NA,8,17,"2022",4.5,9.5,8,9,32,21,22,22,10,19,"KP16SP39","6",17,25,8.75,"Southern",3035,NA,NA,NA,NA,NA,NA,NA,NA
"2499","JG",2016,"Salix pulchra","Common_garden",NA,8,17,"2022",27,49,45,16,33,30,40,43,62,82,"KP16SP56","6",62.3333333333333,34.3333333333333,47,"Southern",3036,NA,NA,NA,NA,NA,NA,NA,NA
"2500","JG",2017,"Salix pulchra","Common_garden",NA,8,17,"2022",10,14,10,6,31,23,20,25,16,33,"PC17SP7","5",24.6666666666667,24.6666666666667,12,"Southern",3037,NA,NA,NA,NA,NA,NA,NA,NA
"2501","JG",2017,"Salix pulchra","Common_garden",NA,8,17,"2022",15.5,51,41,13,29,37,35,320,100,110,"PC17SP8","5",176.666666666667,33.6666666666667,46,"Southern",3038,NA,NA,NA,NA,NA,NA,NA,NA
"2502","JG",2017,"Salix pulchra","Common_garden",NA,8,17,"2022",15,21,19.5,12,31,26,29,17,30,37,"PC17SP9","5",28,28.6666666666667,20.25,"Southern",3039,NA,NA,NA,NA,NA,NA,NA,NA
"2503","JG",2017,"Salix pulchra","Common_garden",NA,8,17,"2022",6.5,19.5,14,18,32,21,31,17,12,13,"PC17SP10","5",14,28,16.75,"Southern",3040,NA,NA,NA,NA,NA,NA,NA,NA
"2504","JG",2018,"Salix pulchra","Common_garden",NA,8,17,"2022",3,2.9,3,4,11,16,16,8,NA,NA,"H18SP18","4",NA,14.3333333333333,2.95,"Northern",3041,NA,NA,NA,NA,NA,NA,NA,NA
"2505","JG",2018,"Salix pulchra","Common_garden",NA,8,17,"2022",26,45,31,12,50,41,38,130,150,200,"KP18SP4","4",160,43,38,"Southern",3042,NA,NA,NA,NA,NA,NA,NA,NA
"2506","JG",2018,"Salix pulchra","Common_garden",NA,8,17,"2022",13,8,7.5,12,28,25,33,15,12,12,"KP18SP3","4",13,28.6666666666667,7.75,"Southern",3043,NA,NA,NA,NA,NA,NA,NA,NA
"2507","JG",2018,"Salix pulchra","Common_garden",NA,8,17,"2022",68,66,61,22,41,44,43,375,420,460,"KP18SP2","4",418.333333333333,42.6666666666667,63.5,"Southern",3044,NA,NA,NA,NA,NA,NA,NA,NA
"2508","JG",2018,"Salix pulchra","Common_garden",NA,8,17,"2022",27,49,42,17,48,41,21,102,83,50,"KP18SP1","4",78.3333333333333,36.6666666666667,45.5,"Southern",3045,NA,NA,NA,NA,NA,NA,NA,NA
"2509","JG",2018,"Salix pulchra","Common_garden",NA,8,17,"2022",9,7,6.5,4,31,14,24,10,7,NA,"H18SP16","4",NA,23,6.75,"Northern",3046,NA,NA,NA,NA,NA,NA,NA,NA
"2510","JG",2016,"Salix pulchra","Common_garden",NA,8,17,"2022",18,61,33,20,28,21,24,74,37,16,"KP16SP59","6",42.3333333333333,24.3333333333333,47,"Southern",3047,NA,NA,NA,NA,NA,NA,NA,NA
"2511","JG",2016,"Salix pulchra","Common_garden",NA,8,17,"2022",20,31,30,25,25,25,23,63,47,25,"KP16SP60","6",45,24.3333333333333,30.5,"Southern",3048,NA,NA,NA,NA,NA,NA,NA,NA
"2512","MG",2015,"Salix pulchra","Common_garden",NA,7,23,"2022",3.5,7.5,5.3,6,17,19,20,23,10,9,"H15SP23","7",14,18.6666666666667,6.4,"Northern",3049,NA,NA,NA,NA,NA,NA,NA,NA
"2513","MG",2015,"Salix pulchra","Common_garden",NA,8,17,"2022",9.2,7.8,6.5,7,19,17,12,8,3,NA,"H15SP24","7",NA,16,7.15,"Northern",3050,NA,NA,NA,NA,NA,NA,NA,NA
"2514","MG",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",18,27,25,13,31,28,22,16,12,29,"HESP11","9",19,27,26,"Northern",3051,NA,NA,NA,NA,NA,NA,NA,NA
"2515","MG",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",20,32,27,13,30,22,23,10,6,20,"HESP12","9",12,25,29.5,"Northern",3052,NA,NA,NA,NA,NA,NA,NA,NA
"2516","MG",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",20,32,27,13,30,22,23,10,6,20,"HESP12","9",12,25,29.5,"Northern",3053,NA,NA,NA,NA,NA,NA,NA,NA
"2517","MG",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",5,6.5,6.5,3,17.5,23,13,6,7.5,3,"HESP14","9",5.5,17.8333333333333,6.5,"Northern",3054,NA,NA,NA,NA,NA,NA,NA,NA
"2518","MG",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",4,4.5,2.5,11,21,22,27,5,8,15,"HESP20","9",9.33333333333333,23.3333333333333,3.5,"Northern",3055,NA,NA,NA,NA,NA,NA,NA,NA
"2519","MG",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",9,24,18,22,46,34,50,24,45,71,"KLSPC8","9",46.6666666666667,43.3333333333333,21,"Southern",3056,NA,NA,NA,NA,NA,NA,NA,NA
"2520","MG",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",21,44,32,13,35,21,44,7,17,66,"KLSPC9","9",30,33.3333333333333,38,"Southern",3057,NA,NA,NA,NA,NA,NA,NA,NA
"2521","MG",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE11","9",NA,NA,NA,"Southern",3058,NA,NA,NA,NA,NA,NA,NA,NA
"2522","MG",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",38,96,63,45,31,38,48,260,220,20,"KLSPE12","9",166.666666666667,39,79.5,"Southern",3059,NA,NA,NA,NA,NA,NA,NA,NA
"2523","MG",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",54,85,72,16,72,64,73,230,300,450,"KLSPE14","9",326.666666666667,69.6666666666667,78.5,"Southern",3060,NA,NA,NA,NA,NA,NA,NA,NA
"2524","MG",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE15","9",NA,NA,NA,"Southern",3061,NA,NA,NA,NA,NA,NA,NA,NA
"2525","MG",2013,"Salix pulchra","Common_garden",NA,7,23,"2022",5,9,6.5,9,11,12,14,5,5,2,"HESP17","9",4,12.3333333333333,7.75,"Northern",3062,NA,NA,NA,NA,NA,NA,NA,NA
"2526","MG",2018,"Salix pulchra","Common_garden",NA,8,17,"2022",2.5,3.5,2.5,6,10,11,22,8,2,7,"H18SP24","4",5.66666666666667,14.3333333333333,3,"Northern",3063,NA,NA,NA,NA,NA,NA,NA,NA
"2527","MG",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPC10","9",NA,NA,NA,"Southern",3064,NA,NA,NA,NA,NA,NA,NA,NA
"2528","MG",2016,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP47","6",NA,NA,NA,"Southern",3065,NA,NA,NA,NA,NA,NA,NA,NA
"2529","MG",2018,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SP6","4",NA,NA,NA,"Southern",3066,NA,NA,NA,NA,NA,NA,NA,NA
"2530","MG",2018,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SP5","4",NA,NA,NA,"Southern",3067,NA,NA,NA,NA,NA,NA,NA,NA
"2531","MG",2018,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP25","4",NA,NA,NA,"Northern",3068,NA,NA,NA,NA,NA,NA,NA,NA
"2532","MG",2018,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP21","4",NA,NA,NA,"Northern",3069,NA,NA,NA,NA,NA,NA,NA,NA
"2533","IR",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",110,160,122,87,45,50,53,57,98,30,"KLSRC10","9",61.6666666666667,49.3333333333333,141,"Southern",3070,NA,NA,NA,NA,NA,NA,NA,NA
"2534","IR",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",94,135,83,53,40,41,42,93,36,55,"KLSRC6","9",61.3333333333333,41,109,"Southern",3071,NA,NA,NA,NA,NA,NA,NA,NA
"2535","IR",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",96,150,165,67,45,53,55,36,27,46,"KLSRE11","9",36.3333333333333,51,157.5,"Southern",3072,NA,NA,NA,NA,NA,NA,NA,NA
"2536","IR",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",105,138,98,53,36,42,35,39,45,55,"KLSRE13","9",46.3333333333333,37.6666666666667,118,"Southern",3073,NA,NA,NA,NA,NA,NA,NA,NA
"2537","IR",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",25,95,43,33,37,36,49,16,18,13,"KLSRE14","9",15.6666666666667,40.6666666666667,69,"Southern",3074,NA,NA,NA,NA,NA,NA,NA,NA
"2538","IR",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",78,156,70,41,50,40,42,120,150,200,"KLSRE15","9",156.666666666667,44,113,"Southern",3075,NA,NA,NA,NA,NA,NA,NA,NA
"2539","IR",2016,"Salix richardsonii","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR26","6",NA,NA,NA,"Southern",3076,NA,NA,NA,NA,NA,NA,NA,NA
"2540","IR",2016,"Salix richardsonii","Common_garden",NA,8,17,"2022",32,33,28,20,32,33,34,42,36,21,"KP16SR27","6",33,33,30.5,"Southern",3077,NA,NA,NA,NA,NA,NA,NA,NA
"2541","IR",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",8,12,17.1,12,25,21,22,5,17,NA,"H17SR18","5",NA,22.6666666666667,14.55,"Northern",3078,NA,NA,NA,NA,NA,NA,NA,NA
"2542","IR",2017,"Salix richardsonii","Common_garden",NA,7,23,"2022",5.5,11.5,7.4,11,17,15,18,12,33,20,"H17SR19","5",21.6666666666667,16.6666666666667,9.45,"Northern",3079,NA,NA,NA,NA,NA,NA,NA,NA
"2543","IR",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",7.5,13,5,9,24,25,29,11,9,NA,"PC17SR12","5",NA,26,9,"Southern",3080,NA,NA,NA,NA,NA,NA,NA,NA
"2544","IR",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",14,20,15,16,26,29,21,16,20,8,"PC17SR13","5",14.6666666666667,25.3333333333333,17.5,"Southern",3081,NA,NA,NA,NA,NA,NA,NA,NA
"2545","IR",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRC7","9",NA,NA,NA,"Southern",3082,NA,NA,NA,NA,NA,NA,NA,NA
"2546","IR",2018,"Salix richardsonii","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR17","4",NA,NA,NA,"Northern",3083,NA,NA,NA,NA,NA,NA,NA,NA
"2547","IR",2018,"Salix richardsonii","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR20","4",NA,NA,NA,"Northern",3084,NA,NA,NA,NA,NA,NA,NA,NA
"2548","AC",2015,"Salix richardsonii","Common_garden",NA,7,23,"2022",6.4,9,6.5,5,26,20,21,11,16,20,"H15SR29","7",15.6666666666667,22.3333333333333,7.75,"Northern",3099,NA,NA,NA,NA,NA,NA,NA,NA
"2549","AC",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",7,8,8.5,5,19,17,25,15,13,24,"HESR23","9",17.3333333333333,20.3333333333333,8.25,"Northern",3100,NA,NA,NA,NA,NA,NA,NA,NA
"2550","AC",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR26","9",NA,NA,NA,"Northern",3101,NA,NA,NA,NA,NA,NA,NA,NA
"2551","AC",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",75,150,128,110,50,49,76,50,70,170,"KLSRC13","9",96.6666666666667,58.3333333333333,139,"Southern",3102,NA,NA,NA,NA,NA,NA,NA,NA
"2552","AC",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",9.5,14,11,12,36,32,31,60,16,21,"H17SR24","5",32.3333333333333,33,12.5,"Northern",3103,NA,NA,NA,NA,NA,NA,NA,NA
"2553","AC",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR25","5",NA,NA,NA,"Northern",3104,NA,NA,NA,NA,NA,NA,NA,NA
"2554","AC",2018,"Salix richardsonii","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR25","4",NA,NA,NA,"Northern",3105,NA,NA,NA,NA,NA,NA,NA,NA
"2555","AB",2015,"Salix pulchra","Common_garden",NA,8,17,"2022",9,14,10,15,19,18,23,14,13,19,"H15SP25","7",15.3333333333333,20,12,"Northern",3106,NA,NA,NA,NA,NA,NA,NA,NA
"2556","AB",2016,"Salix pulchra","Common_garden",NA,8,17,"2022",32,71,64,20,48,44,51,260,110,340,"PC16CESP7","6",236.666666666667,47.6666666666667,67.5,"Southern",3107,NA,NA,NA,NA,NA,NA,NA,NA
"2557","AB",2015,"Salix pulchra","Common_garden",NA,8,17,"2022",6.5,18,16.5,15,16,18,18,11,7.5,4,"H15SP27","7",7.5,17.3333333333333,17.25,"Northern",3108,NA,NA,NA,NA,NA,NA,NA,NA
"2558","AB",2015,"Salix pulchra","Common_garden",NA,8,17,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP29","7",NA,NA,NA,"Northern",3109,NA,NA,NA,NA,NA,NA,NA,NA
"2559","AB",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",12,19,16,18,20,26,21,18,17,19,"HESP29","9",18,22.3333333333333,17.5,"Northern",3110,NA,NA,NA,NA,NA,NA,NA,NA
"2560","AB",2013,"Salix pulchra","Common_garden",NA,8,17,"2022",36,108,97,31,47,42,41,70,9,27,"KLSPC13","9",35.3333333333333,43.3333333333333,102.5,"Southern",3111,NA,NA,NA,NA,NA,NA,NA,NA
"2561","AB",2016,"Salix pulchra","Common_garden",NA,8,17,"2022",33,65,44,35,35,33,45,20,50,145,"KP16SP33","6",71.6666666666667,37.6666666666667,54.5,"Southern",3112,NA,NA,NA,NA,NA,NA,NA,NA
"2562","AB",2017,"Salix pulchra","Common_garden",NA,8,17,"2022",4.5,11,9.9,9,20,19,23,11,18,18,"H17SP18","5",15.6666666666667,20.6666666666667,10.45,"Northern",3113,NA,NA,NA,NA,NA,NA,NA,NA
